"address","title","category","city","google_map_link","workhours","latitude","longitude","phone","avg_rating","rating_count","state","website"
"8238 State St, Midvale, UT 84047, United States","Mikes Complete Auto Repair","Auto repair shop","Midvale","https://www.google.com/maps/place/Mikes+Complete+Auto+Repair/data=!4m7!3m6!1s0x875288431406b249:0x95fbbb6061e89439!8m2!3d40.6017739!4d-111.8915204!16s%2Fg%2F11g_3l45p!19sChIJSbIGFEOIUocROZToYWC7-5U?authuser=0&hl=en&rclk=1","Tuesday, 7:30 am to 5:30 pm; Wednesday, 7:30 am to 5:30 pm; Thursday, 7:30 am to 5:30 pm; Friday, Closed; Saturday, Closed; Sunday, Closed; Monday, 7:30 am to 5:30 pm. Hide open hours for the week","40.6017739","-111.8915204","+1 801-567-9300","4.7","100","Utah",
"6905 State St, Midvale, UT 84047, United States","Viking Automotive","Auto repair shop","Midvale","https://www.google.com/maps/place/Viking+Automotive/data=!4m7!3m6!1s0x875289b056796419:0xd5105723ee744e0f!8m2!3d40.625624!4d-111.889072!16s%2Fg%2F11xc_vh1w!19sChIJGWR5VrCJUocRD0507iNXENU?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","40.625624","-111.889072","+1 801-838-8898","4.7","805","Utah","vikingutah.com"
"919 W Baxter Dr, South Jordan, UT 84095, United States","GT Automotive","Auto repair shop","South Jordan","https://www.google.com/maps/place/GT+Automotive/data=!4m7!3m6!1s0x87528636d8641885:0x3be71a97fc8f0a46!8m2!3d40.5600005!4d-111.9159845!16s%2Fg%2F1tfjg03q!19sChIJhRhk2DaGUocRRgqP_Jca5zs?authuser=0&hl=en&rclk=1","Tuesday, 7:30 am to 5:30 pm; Wednesday, 7:30 am to 5:30 pm; Thursday, 7:30 am to 5:30 pm; Friday, 7:30 am to 5:30 pm; Saturday, Closed; Sunday, Closed; Monday, 7:30 am to 5:30 pm. Hide open hours for the week","40.5600005","-111.9159845","+1 801-302-0912","4.7","948","Utah","gtautomotive.com"
"11999 Redwood Rd, Riverton, UT 84065, United States","Denny's Auto","Auto repair shop","Riverton","https://www.google.com/maps/place/Denny%27s+Auto/data=!4m7!3m6!1s0x875286631e550609:0x185f9409a7f49c9!8m2!3d40.532924!4d-111.938222!16s%2Fg%2F1tdv_c7v!19sChIJCQZVHmOGUocRyUl_mkD5hQE?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","40.532924","-111.938222","+1 801-254-6554","4.7","628","Utah","dennysautomotive.com"
"266 E Main St, Lehi, UT 84043, United States","Garrin's Automotive","Auto repair shop","Lehi","https://www.google.com/maps/place/Garrin%27s+Automotive/data=!4m7!3m6!1s0x874d81d1df0ab325:0x71220a9a0bb365cb!8m2!3d40.3877474!4d-111.8449746!16s%2Fg%2F1tcz__h7!19sChIJJbMK39GBTYcRy2WzC5oKInE?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","40.3877474","-111.8449746","+1 385-786-6117","4.7","560","Utah","garrinsauto.com"
"715 W 500 S, Woods Cross, UT 84087, United States","Cole's Auto Repair & Service","Auto repair shop","Woods Cross","https://www.google.com/maps/place/Cole%27s+Auto+Repair+%26+Service/data=!4m7!3m6!1s0x8752f826444f2117:0x388136a4f35c5039!8m2!3d40.8838819!4d-111.8996214!16s%2Fg%2F1tg_m32t!19sChIJFyFPRCb4UocROVBc86Q2gTg?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 6 pm; Wednesday, 8 am to 6 pm; Thursday, 8 am to 6 pm; Friday, 8 am to 6 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 6 pm. Hide open hours for the week",,"-111.8996214","+1 801-294-2914","4.9","509","Utah","colescars.com"
"337 W Main St, American Fork, UT 84003, United States","Main Street Mechanic","Auto repair shop","American Fork","https://www.google.com/maps/place/Main+Street+Mechanic/data=!4m7!3m6!1s0x874d81760d37d819:0xba8faf15858ba754!8m2!3d40.3764974!4d-111.8077244!16s%2Fg%2F1v2f0_9g!19sChIJGdg3DXaBTYcRVKeLhRWvj7o?authuser=0&hl=en&rclk=1","Tuesday, 7:30 am to 5:30 pm; Wednesday, 7:30 am to 5:30 pm; Thursday, 7:30 am to 5:30 pm; Friday, 7:30 am to 5:30 pm; Saturday, Closed; Sunday, Closed; Monday, 7:30 am to 5:30 pm. Hide open hours for the week",,"-111.8077244","+1 801-756-2661","4.4","560","Utah","mainstreetmechanic.com"
"944 N State St, Orem, UT 84057, United States","All-Tec Auto Repair","Brake shop","Orem","https://www.google.com/maps/place/All-Tec+Auto+Repair/data=!4m7!3m6!1s0x874d852ff7716ddd:0x3a00de1fdbbb8b49!8m2!3d40.3145693!4d-111.7020536!16s%2Fg%2F1tgfqlqb!19sChIJ3W1x9y-FTYcRSYu72x_eADo?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5:30 pm; Wednesday, 8 am to 5:30 pm; Thursday, 8 am to 5:30 pm; Friday, 8 am to 5:30 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5:30 pm. Hide open hours for the week","40.3145693","-111.7020536","+1 801-224-6060","4.8","99","Utah","alltecautorepair.com"
"1599 W Center St, Orem, UT 84057, United States","Ed's Automotive Repair, Inc.","Auto repair shop","Orem","https://www.google.com/maps/place/Ed%27s+Automotive+Repair,+Inc./data=!4m7!3m6!1s0x874d9b346115fa17:0x35bf6af0e85ddc6a!8m2!3d40.2967143!4d-111.7328678!16s%2Fg%2F1ptyglwdy!19sChIJF_oVYTSbTYcRatxd6PBqvzU?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5:30 pm; Wednesday, 8 am to 5:30 pm; Thursday, 8 am to 5:30 pm; Friday, 8 am to 5:30 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5:30 pm. Hide open hours for the week",,"-111.7328678","+1 801-226-3400","4.9","196","Utah","edsautomotiveorem.com"
"744 N State St, Orem, UT 84057, United States","A Auto Repair","Auto repair shop","Orem","https://www.google.com/maps/place/A+Auto+Repair/data=!4m7!3m6!1s0x874d852ff75ce06d:0x4d50b3012dc05015!8m2!3d40.3107616!4d-111.6997451!16s%2Fg%2F1tj7wv_c!19sChIJbeBc9y-FTYcRFVDALQGzUE0?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week",,"-111.6997451","+1 801-427-4338","4.7","118","Utah","facebook.com"
"11441 S 700 E, Draper, UT 84020, United States","P K Auto Repair","Auto repair shop","Draper","https://www.google.com/maps/place/P+K+Auto+Repair/data=!4m7!3m6!1s0x87528777d1fc739d:0x14d06da8861371a7!8m2!3d40.5436093!4d-111.8715458!16s%2Fg%2F1tdx4lyc!19sChIJnXP80XeHUocRp3EThqht0BQ?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 6 pm; Wednesday, 8 am to 6 pm; Thursday, 8 am to 6 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 6 pm. Hide open hours for the week",,"-111.8715458","+1 801-571-1522","4.8","94","Utah",
"4648 S 160 W, Murray, UT 84107, United States","Updated Auto Repair","Auto repair shop","Murray","https://www.google.com/maps/place/Updated+Auto+Repair/data=!4m7!3m6!1s0x87528a3722e4be4b:0x6e0fa66926af1da3!8m2!3d40.6724132!4d-111.8958824!16s%2Fg%2F1v46_v8v!19sChIJS77kIjeKUocRox2vJmmmD24?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 6 pm; Wednesday, 8 am to 6 pm; Thursday, 8 am to 6 pm; Friday, 8 am to 6 pm; Saturday, 9 am to 1 pm; Sunday, Closed; Monday, 8 am to 6 pm. Hide open hours for the week","40.6724132","-111.8958824","+1 801-261-2108","5.0","38","Utah",
"9245 S 700 E, Sandy, UT 84070, United States","Steve's Automotive Specialists - Sandy","Auto repair shop","Sandy","https://www.google.com/maps/place/Steve%27s+Automotive+Specialists+-+Sandy/data=!4m7!3m6!1s0x8752880834de37ef:0xeb11f1476dcea048!8m2!3d40.5837877!4d-111.8716878!16s%2Fg%2F1q5hrg4f_!19sChIJ7zfeNAiIUocRSKDObUfxEes?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","40.5837877","-111.8716878","+1 435-485-7834","4.5","627","Utah","stevesautomotivespecialists.com"
"561 N 700 W Ste 100, North Salt Lake, UT 84054, United States","Lance Paul Automotive","Auto repair shop","North Salt Lake","https://www.google.com/maps/place/Lance+Paul+Automotive/data=!4m7!3m6!1s0x8752f9d63a819e8f:0xb123675d753944e9!8m2!3d40.8520402!4d-111.9292994!16s%2Fg%2F1tfstc1p!19sChIJj56BOtb5UocR6UQ5dV1nI7E?authuser=0&hl=en&rclk=1","Tuesday, 8:30 am to 5 pm; Wednesday, 8:30 am to 5 pm; Thursday, 8:30 am to 5 pm; Friday, 8:30 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8:30 am to 5 pm. Hide open hours for the week","40.8520402","-111.9292994","+1 801-928-6325","4.9","274","Utah","lancepaulauto.com"
"1169 N State St, Orem, UT 84057, United States","GS Auto Repair","Auto repair shop","Orem","https://www.google.com/maps/place/GS+Auto+Repair/@40.3184935,-111.7057142,17z/data=!3m1!4b1!4m6!3m5!1s0x874d8523909754e9:0xbab998302a8cd86e!8m2!3d40.3184935!4d-111.7057142!16s%2Fg%2F1tg_9zfy?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D","Tuesday, 9 am to 6 pm; Wednesday, 9 am to 6 pm; Thursday, 9 am to 6 pm; Friday, 9 am to 6 pm; Saturday, Closed; Sunday, Closed; Monday, 9 am to 6 pm. Hide open hours for the week","40.3184935","-111.7057142","+1 801-224-1788","4.8","74","Utah",
"398 E 3300 S, Salt Lake City, UT 84115, United States","Jerry Lambert Automotive","Auto repair shop","South Salt Lake","https://www.google.com/maps/place/Jerry+Lambert+Automotive/data=!4m7!3m6!1s0x87528a8ad733c60d:0xe2ecafdcf37ca455!8m2!3d40.6994526!4d-111.879923!16s%2Fg%2F1tf5f6rq!19sChIJDcYz14qKUocRVaR889yv7OI?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","40.6994526","-111.879923","+1 801-466-8226","4.6","362","Utah","jerrylambertautomotive.com"
"290 E 3300 S, Salt Lake City, UT 84115, United States","Excel Automotive","Auto repair shop","South Salt Lake","https://www.google.com/maps/place/Excel+Automotive/data=!4m7!3m6!1s0x87528af4e9c1041b:0x19e130e62368f90e!8m2!3d40.6994231!4d-111.8830007!16s%2Fg%2F1tmk8zsw!19sChIJGwTB6fSKUocRDvloI-Yw4Rk?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 4 pm; Wednesday, 8 am to 4 pm; Thursday, 8 to 11 am; Friday, 8 am to 4 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 4 pm. Hide open hours for the week","40.6994231","-111.8830007","+1 801-467-9011","4.9","762","Utah","excelautomotiverepair.com"
"3440 S W Temple St, South Salt Lake, UT 84115, United States","Utah Car Repair","Car repair and maintenance service","South Salt Lake","https://www.google.com/maps/place/Utah+Car+Repair/data=!4m7!3m6!1s0x87528b9168d59e17:0x825bfa2f0777714!8m2!3d40.6965684!4d-111.893999!16s%2Fg%2F11ln199rcp!19sChIJF57VaJGLUocRFHd38KK_JQg?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 7 pm; Wednesday, 8 am to 7:30 pm; Thursday, 8 am to 7 pm; Friday, 8 am to 7 pm; Saturday, 8:30 am to 5:30 pm; Sunday, 8 am to 7 pm; Monday, 8 am to 7 pm. Hide open hours for the week","40.6965684","-111.893999","+1 801-941-4022","4.5","36","Utah","utahcarrepair.com"
"2850 S Main St, South Salt Lake, UT 84115, United States","Wofford's European Car","Auto repair shop","South Salt Lake","https://www.google.com/maps/place/Wofford%27s+European+Car/data=!4m7!3m6!1s0x87528aef4c202715:0x67a44a366e278f96!8m2!3d40.7093134!4d-111.8914531!16s%2Fg%2F1hg4vmkvv!19sChIJFScgTO-KUocRlo8nbjZKpGc?authuser=0&hl=en&rclk=1","Tuesday, 7:30 am to 6:30 pm; Wednesday, 7:30 am to 6:30 pm; Thursday, 7:30 am to 6:30 pm; Friday, Closed; Saturday, Closed; Sunday, Closed; Monday, 7:30 am to 6:30 pm. Hide open hours for the week","40.7093134","-111.8914531","+1 801-913-0856","4.9","295","Utah","woffordseuropeancar.com"
"780 N 400 W St, Orem, UT 84057, United States","Sav-Mor Auto Clinic Inc","Auto repair shop","Orem","https://www.google.com/maps/place/Sav-Mor+Auto+Clinic+Inc/data=!4m7!3m6!1s0x874d852efbd1d67f:0xa56f7c6239e150eb!8m2!3d40.3114813!4d-111.7052488!16s%2Fg%2F1txc7hx6!19sChIJf9bR-y6FTYcR61DhOWJ8b6U?authuser=0&hl=en&rclk=1","Tuesday, 7:30 am to 5:30 pm; Wednesday, 7:30 am to 5:30 pm; Thursday, 7:30 am to 5:30 pm; Friday, 7:30 am to 5:30 pm; Saturday, Closed; Sunday, Closed; Monday, 7:30 am to 5:30 pm. Hide open hours for the week","40.3114813","-111.7052488","+1 801-224-2221","4.9","425","Utah","savmorauto.com"
"7586 S Redwood Rd, West Jordan, UT 84084, United States","M1 Auto Repair","Auto repair shop","West Jordan","https://www.google.com/maps/place/M1+Auto+Repair/data=!4m7!3m6!1s0x87528925e5ee84bb:0x17fd2fe1e7984ac6!8m2!3d40.6134763!4d-111.939294!16s%2Fg%2F11g9vwy_z4!19sChIJu4Tu5SWJUocRxkqY5-Ev_Rc?authuser=0&hl=en&rclk=1","Tuesday, 9 am to 5 pm; Wednesday, 9 am to 5 pm; Thursday, 9 am to 5 pm; Friday, 9 am to 5 pm; Saturday, 10 am to 2 pm; Sunday, Closed; Monday, 9 am to 5 pm. Hide open hours for the week","40.6134763","-111.939294","+1 385-334-5015","4.8","375","Utah","m1autorepair.com"
"925 N State St, Orem, UT 84057, United States","Steve's Automotive Specialists - Orem","Auto repair shop","Orem","https://www.google.com/maps/place/Steve%27s+Automotive+Specialists+-+Orem/data=!4m7!3m6!1s0x874d856434fc1543:0x1fc2e940d82f0f60!8m2!3d40.3146929!4d-111.7032473!16s%2Fg%2F11fphrx65v!19sChIJQxX8NGSFTYcRYA8v2EDpwh8?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","40.3146929","-111.7032473","+1 801-406-7422","4.5","267","Utah","stevesautomotivespecialists.com"
"20 N 500 W, Lehi, UT 84043, United States","K & S Automotive","Auto repair shop","Lehi","https://www.google.com/maps/place/K+%26+S+Automotive/data=!4m7!3m6!1s0x874d7f7e19931c43:0xdcfadd779035695d!8m2!3d40.388051!4d-111.856671!16s%2Fg%2F1tdcmfnt!19sChIJQxyTGX5_TYcRXWk1kHfd-tw?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 3 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","40.388051","-111.856671","+1 801-768-0703","4.7","190","Utah",
"4621 S 900 E, Salt Lake City, UT 84117, United States","Jones Complete Car Care","Auto repair shop","Holladay","https://www.google.com/maps/place/Jones+Complete+Car+Care/data=!4m7!3m6!1s0x87528a05963846d3:0xce158003180ea303!8m2!3d40.6701313!4d-111.8648128!16s%2Fg%2F11cn7dqr4j!19sChIJ00Y4lgWKUocRA6MOGAOAFc4?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 6 pm; Wednesday, 8 am to 6 pm; Thursday, 8 am to 6 pm; Friday, 8 am to 6 pm; Saturday, 8 am to 5 pm; Sunday, Closed; Monday, 8 am to 6 pm. Hide open hours for the week","40.6701313","-111.8648128","+1 801-269-0111","4.8","540","Utah","jonescompletecarcare.com"
"1342 State St, Salt Lake City, UT 84115, United States","Lok Automotive","Auto repair shop","Salt Lake City","https://www.google.com/maps/place/Lok+Automotive/data=!4m7!3m6!1s0x8752f53115c5e6f9:0x379b49f75ca353bb!8m2!3d40.7406583!4d-111.8886028!16s%2Fg%2F11cm067w09!19sChIJ-ebFFTH1UocRu1OjXPdJmzc?authuser=0&hl=en&rclk=1","Tuesday, 9 am to 6 pm; Wednesday, 9 am to 6 pm; Thursday, 9 am to 6 pm; Friday, 9 am to 6 pm; Saturday, Closed; Sunday, Closed; Monday, 9 am to 6 pm. Hide open hours for the week","40.7406583","-111.8886028","+1 801-467-2160","4.9","239","Utah","lokautomotive.com"
"1450 E 3300 S, Salt Lake City, UT 84106, United States","Aposhian Garage","Auto repair shop","Millcreek","https://www.google.com/maps/place/Aposhian+Garage/data=!4m7!3m6!1s0x875261d3ead47843:0xa64f55622f180793!8m2!3d40.6996421!4d-111.8497695!16s%2Fg%2F11b6bbw1kj!19sChIJQ3jU6tNhUocRkwcYL2JVT6Y?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 6 pm; Wednesday, 8 am to 6 pm; Thursday, 8 am to 6 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 6 pm. Hide open hours for the week","40.6996421","-111.8497695","+1 801-467-3344","4.6","158","Utah","aposhiangarage.com"
"1002 Industrial Park Rd, Orem, UT 84057, United States","Auto Pros Utah","Auto repair shop","Orem","https://www.google.com/maps/place/Auto+Pros+Utah/@40.3151454,-111.7277403,17z/data=!3m1!4b1!4m6!3m5!1s0x874d856efa042b7d:0x36237881fb995435!8m2!3d40.3151454!4d-111.7277403!16s%2Fg%2F11fj1jk757?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D","Tuesday, 9 am to 6 pm; Wednesday, 9 am to 6 pm; Thursday, 9 am to 6 pm; Friday, 9 am to 6 pm; Saturday, Closed; Sunday, Closed; Monday, 9 am to 6 pm. Hide open hours for the week","40.3151454","-111.7277403","+1 801-874-0065","5.0","52","Utah",
"2960 N Canyon Rd, Provo, UT 84604, United States","Edgemont Auto Service","Auto repair shop","Provo","https://www.google.com/maps/place/Edgemont+Auto+Service/data=!4m7!3m6!1s0x874d9088e258aca3:0xa5f0ec9885dbb0db!8m2!3d40.2730839!4d-111.6511639!16s%2Fg%2F1tdq_5pq!19sChIJo6xY4oiQTYcR27DbhZjs8KU?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","40.2730839","-111.6511639","+1 801-375-8832","4.9","141","Utah","edgemontautoservice.com"
"1376 W 1000 N, Salt Lake City, UT 84116, United States","Jeanette Auto Service","Auto repair shop","Salt Lake City","https://www.google.com/maps/place/Jeanette+Auto+Service/data=!4m7!3m6!1s0x8752f417aeaeb8a7:0x661d655c2f74a886!8m2!3d40.7913964!4d-111.9309547!16s%2Fg%2F1tdb99kk!19sChIJp7iurhf0UocRhqh0L1xlHWY?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5:30 pm; Wednesday, 8 am to 5:30 pm; Thursday, 8 am to 5:30 pm; Friday, 8 am to 5:30 pm; Saturday, 8 am to 3 pm; Sunday, Closed; Monday, 8 am to 5:30 pm. Hide open hours for the week","40.7913964","-111.9309547","+1 801-355-5573","4.2","158","Utah",
"4036 S Main St, Millcreek, UT 84107, United States","Accuracy Automotive Service and Repair Millcreek/Murray","Auto repair shop","Murray","https://www.google.com/maps/place/Accuracy+Automotive+Service+and+Repair+Millcreek%2FMurray/data=!4m7!3m6!1s0x87528a38e537acad:0x392e901892d44c3!8m2!3d40.6837756!4d-111.8917453!16s%2Fg%2F1tf6s8dt!19sChIJraw35TiKUocRw0QtiQHpkgM?authuser=0&hl=en&rclk=1","Tuesday, 7 am to 4 pm; Wednesday, 7 am to 4 pm; Thursday, 7 am to 4 pm; Friday, 7 am to 2:30 pm; Saturday, Closed; Sunday, Closed; Monday, 7 am to 4 pm. Hide open hours for the week","40.6837756","-111.8917453","+1 801-266-3609","4.9","335","Utah","accuracyautomotive.com"
"3311 W 12600 S, Riverton, UT 84065, United States","McNeil's Auto Care","Auto repair shop","Riverton","https://www.google.com/maps/place/McNeil%27s+Auto+Care/data=!4m7!3m6!1s0x875284348f07a8e5:0xa0b344c95bc4996c!8m2!3d40.5218976!4d-111.9704565!16s%2Fg%2F1tdlhsgp!19sChIJ5agHjzSEUocRbJnEW8lEs6A?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 6 pm; Wednesday, 8 am to 6 pm; Thursday, 8 am to 6 pm; Friday, 8 am to 6 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 6 pm. Hide open hours for the week","40.5218976","-111.9704565","+1 385-503-8791","4.7","576","Utah","mcneilsutah.com"
"4998 Current Creek Dr, South Jordan, UT 84009, United States","Maven Mechanics","Auto repair shop","South Jordan","https://www.google.com/maps/place/Maven+Mechanics/data=!4m7!3m6!1s0x875285731b7005b7:0x9f92f8066b3df1ee!8m2!3d40.5380091!4d-111.9660751!16s%2Fg%2F11f54yvx21!19sChIJtwVwG3OFUocR7vE9awb4kp8?authuser=0&hl=en&rclk=1","Tuesday, 9 am to 7 pm; Wednesday, 9 am to 7 pm; Thursday, 9 am to 7 pm; Friday, 9 am to 7 pm; Saturday, 9 am to 7 pm; Sunday, Closed; Monday, 9 am to 7 pm. Hide open hours for the week","40.5380091","-111.9660751","+1 801-210-9233","4.8","125","Utah","mavenmechanics.com"
"4485 W 3500 S, West Valley City, UT 84120, United States","Advanced Service Automotive Repair, Inc.","Auto repair shop","West Valley City","https://www.google.com/maps/place/Advanced+Service+Automotive+Repair,+Inc./data=!4m7!3m6!1s0x87528cdf09459067:0x35f968494341dd88!8m2!3d40.6963338!4d-111.9980936!16s%2Fg%2F1tpll6fl!19sChIJZ5BFCd-MUocRiN1BQ0lo-TU?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","40.6963338","-111.9980936","+1 801-968-5680","4.5","143","Utah","advancedserviceauto.com"
"4109 W 4715 S, Kearns, UT 84118, United States","TSW Auto Sales & Service Inc.","Auto repair shop","Kearns","https://www.google.com/maps/place/TSW+Auto+Sales+%26+Service+Inc./data=!4m7!3m6!1s0x87528c5012d62caf:0x86be638e8e29187c!8m2!3d40.6669088!4d-111.9893046!16s%2Fg%2F1v1tnkjb!19sChIJryzWElCMUocRfBgpjo5jvoY?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5:30 pm; Wednesday, 8 am to 5:30 pm; Thursday, 8 am to 5:30 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5:30 pm. Hide open hours for the week","40.6669088","-111.9893046","+1 801-963-4991","4.9","132","Utah",
"Behind Strange Gunsmithing, 172 S State St, Orem, UT 84058, United States","Kim's Auto Service (M-F 9 to 6 Sat Appnt)","Auto repair shop","Orem","https://www.google.com/maps/place/Kim%27s+Auto+Service+%28M-F+9+to+6+Sat+Appnt%29/data=!4m7!3m6!1s0x874d9ac68f16740d:0xd8c68896ecf3ee2a!8m2!3d40.2940607!4d-111.6948679!16s%2Fg%2F11bxfryzfd!19sChIJDXQWj8aaTYcRKu7z7JaIxtg?authuser=0&hl=en&rclk=1","Tuesday, 9 am to 6 pm; Wednesday, 9 am to 6 pm; Thursday, 9 am to 6 pm; Friday, 9 am to 6 pm; Saturday, Closed; Sunday, Closed; Monday, 9 am to 6 pm. Hide open hours for the week","40.2940607","-111.6948679","+1 801-599-3921","4.7","53","Utah",
"6205 S Highland Dr, Holladay, UT 84121, United States","Accuracy Automotive Service and Repair","Auto repair shop","Holladay","https://www.google.com/maps/place/Accuracy+Automotive+Service+and+Repair/data=!4m7!3m6!1s0x87526267e62ace7d:0x4c7dbe074ef872e6!8m2!3d40.638257!4d-111.833862!16s%2Fg%2F1wtbvc7j!19sChIJfc4q5mdiUocR5nL4Tge-fUw?authuser=0&hl=en&rclk=1","Tuesday, 7 am to 4 pm; Wednesday, 7 am to 4 pm; Thursday, 7 am to 4 pm; Friday, 7 am to 2:30 pm; Saturday, Closed; Sunday, Closed; Monday, 7 am to 4 pm. Hide open hours for the week","40.638257","-111.833862","+1 801-273-0664","4.8","360","Utah","accuracyautomotive.com"
"497 E 3900 S, Salt Lake City, UT 84107, United States","Action Auto Service & Tire","Auto repair shop","South Salt Lake","https://www.google.com/maps/place/Action+Auto+Service+%26+Tire/data=!4m7!3m6!1s0x87528a688938c19b:0x9a50943dad3f2fba!8m2!3d40.6873705!4d-111.8774401!16s%2Fg%2F1tf75_d3!19sChIJm8E4iWiKUocRui8_rT2UUJo?authuser=0&hl=en&rclk=1","Tuesday, 8 am to 5 pm; Wednesday, 8 am to 5 pm; Thursday, 8 am to 5 pm; Friday, 8 am to 5 pm; Saturday, Closed; Sunday, Closed; Monday, 8 am to 5 pm. Hide open hours for the week","40.6873705","-111.8774401","+1 801-268-1359","4.7","374","Utah","actionautoserviceandtire.com"
"970 1700 S, Salt Lake City, UT 84104, United States","M & K Automotive Services","Auto repair shop","Salt Lake City","https://www.google.com/maps/place/M+%26+K+Automotive+Services/data=!4m7!3m6!1s0x8752f4ce65808961:0xb501e379b62c3fd2!8m2!3d40.7338144!4d-111.9187159!16s%2Fg%2F1w04klc3!19sChIJYYmAZc70UocR0j8stnnjAbU?authuser=0&hl=en&rclk=1","Tuesday, 9 am to 4 pm; Wednesday, 9 am to 4 pm; Thursday, 9 am to 4 pm; Friday, Closed; Saturday, Closed; Sunday, Closed; Monday, 9 am to 4 pm. Hide open hours for the week","40.7338144","-111.9187159","+1 801-886-1017","4.9","225","Utah","mandkautomotive.com"
"4031 Highland Dr., Holladay, UT 84124, United States","Plowgian Auto Repair","Auto repair shop","Holladay","https://www.google.com/maps/place/Plowgian+Auto+Repair/data=!4m7!3m6!1s0x875261d460b67967:0x622b0c49f10ebc5f!8m2!3d40.6841669!4d-111.843677!16s%2Fg%2F1v27vzvh!19sChIJZ3m2YNRhUocRX7wO8UkMK2I?authuser=0&hl=en&rclk=1","Tuesday, 8:30 am to 6 pm; Wednesday, 8:30 am to 6 pm; Thursday, 8:30 am to 6 pm; Friday, 8:30 am to 6 pm; Saturday, Closed; Sunday, Closed; Monday, 8:30 am to 6 pm. Hide open hours for the week","40.6841669","-111.843677","+1 801-467-2854","4.9","191","Utah","plowgianauto.net"
